movieId,genome_tags_top20
161634,tense|horror|suspenseful|suspense|intense|blindness|plot twist|thriller|claustrophobic|survival|violence|crime|twists & turns|original|creepy|chase|twist|great ending|revenge|kidnapping
161650,shark|survival|boat|suspenseful|so bad it's funny|underwater|stranded|shallow|original
161852,male nudity|gay|pornography|homosexuality|murder|original|based on a true story|greed|true story|gay character|death|dramatic|violence|pg-13|corruption|crime
161918,shark|las vegas|franchise|sequel|silly fun|parody|mad scientist|original|goofy|snakes|predictable|fun movie|natural disaster|space travel|spoof|family
161922,teen movie|coming of age|teenager|adolescence|coming-of-age|high school|teen|teenagers|teens|friendship|mentor|depression|loneliness|unlikely friendships|drama|good soundtrack|original|bittersweet|honest|excellent script
161954,world war ii|wwii|nazi|nazis|assassination|germany|wartime|jews|poland|history|holocaust|historical|based on a true story|true story|courage|assassin|brutality
161956,father daughter relationship|action|gunfight|good action|chase|vengeance|violent|violence|action packed|runaway|mentor|revenge|original|lone hero
161966,rape|sexualized violence|oscar (best actress)|weird|psychological|sexual|psychology|vengeance|french|brutality|disturbing|obsession|violence|pornography|women|enigmatic|relationships|complex|brutal|original
162082,apocalypse|zombies|zombie|action|survival|horror|father daughter relationship|emotional|train|original|family drama|splatter|intense|suspense|oscar (best directing)|claustrophobic|visceral|action packed|tense|social commentary
162148,horror|supernatural|internet|creepy|scary|demons|predictable|suicide|teens|original|so bad it's funny|alternate reality
162160,virus|apocalypse|zombie
162322,assassin|action|good action|sequel|hitman|fight scenes|arms dealer|assassins|action packed|revenge|assassination|chase|mentor
162344,stand-up comedy|original|great acting|highly quotable
162350,remake|western|gunfight|action|revenge|pg-13|vengeance|mentor|action packed|original|fight scenes
162396,action|hong kong|fight scenes|kung fu|comedy|buddy movie|detective|china
162414,oscar (best picture)|coming of age|oscar|loneliness|bullying|adolescence|cinematography|gay character|oscar (best supporting actor)|drug abuse|mentor|coming-of-age|drug addiction|great acting|storytelling|melancholic|visually appealing|childhood|amazing cinematography|intimate
162418,investigation|kidnapping|dark|crime|suspense|chase|serial killer|adapted from:book|intense|police|murder|suspenseful|thriller|police investigation|vengeance|drama|great ending|detective|twist|series
162478,comedy|true story|based on a true story|based on true story|heist|hilarious|saturday night live|bank robbery|stupidity
162578,stop motion|storytelling|visually appealing|stop-motion|story|visually stunning|japan|visual|animation|melancholic|imagination|samurai|original|magic|fantasy world|mythology|family|computer animation|mentor|fairy tale
162590,romantic comedy|chick flick|romantic|girlie movie|comedy|sequel|good romantic comedies|pregnancy|foul language|relationships|romance|love story|funny
162592,drama|based on a book|heartbreaking|tragedy|cinematography|emotional|romantic|australia|guilt|parenthood|excellent script|romance|solitude|great acting|relationships|love|period piece|beautifully filmed|intense|dramatic
162594,android(s)/cyborg(s)|sci-fi|scifi|genetics|science fiction|sci fi|androids|future|technology|robot|original|plot twist|twist|artificial intelligence|twist ending|plot holes|cloning|clones|cerebral|predictable
162596,chess|inspiring|based on true story|africa|true story|mentor|feel-good|poverty|based on a true story|biographical|biopic|dramatic|feel good movie|inspirational|underdog|sports|destiny|good|life|courage
162598,true story|based on a true story|natural disaster|disaster|based on true story|survival|oil|sacrifice|dramatic|intense|action|catastrophe|greed|courage|pg-13|big budget|special effects|realistic action|suspense|action packed
162600,time loop|based on a book|dark fantasy|fantasy world|fantasy|based on book|visually appealing|children|magic|adapted from:book|books|fairy tale|imagination|parallel universe|adventure|adaptation|mythology|immortality|visual|book was better
162602,based on a book|train|based on book|police investigation|adapted from:book|murder mystery|twists & turns|adaptation
162606,action|assassin|hit men|good action|hitman|corruption|mentor|twists & turns|vigilante|surveillance|crime|plot twist|action packed|conspiracy|fight scenes|autism|thriller|realistic action|assassins|assassination
162726,biopic|immortality|melancholic|life|biography|life & death|depressing|poetry|relationships|original|eccentricity|artist|silly fun
162730,surprise ending|murder|courtroom|twist ending|lawyer|suspense|courtroom drama|crime|great ending|lawyers|twists & turns|twist|original|court|plot twist|mystery|police investigation|murder mystery|investigation|drama
162738,road movie|road trip|long|coming-of-age|innocence lost|cinematography|runaway|bleak|existentialism|melancholic|visually appealing|hip hop|weird|teenager|coming of age|intimate|depression|loneliness|golden palm|social commentary
162828,terrorism|conspiracy|tense|neo-nazis|social commentary|racism|intense|thriller|fbi|great acting|absurd|race issues|original|dramatic|islam
162842,office|original|road movie|music
162864,stand-up comedy|chase|great ending|melancholic|suspenseful|original|tense|social commentary|life philosophy|very funny|cult classic
162882,serial killer|supernatural|based on a book|based on book|obsession|suspense|psychological|weird|small town|original|psychology|twist|great ending|adapted from:book|gory|plot twist|irish accent|creepy|investigation|twist ending
162982,series|time travel|anime|melancholic|love|original|weird
163020,coming-of-age|coming of age|adolescence|independent film|women|weird|supernatural|dance|indie|teen|pregnancy
163056,japan|tokyo|japanese|political|satire|weapons|politics|allegory|monster|original|monsters|weird|talky|social commentary|dialogue|military|criterion|goofy|nuclear|foreign
163066,cartoon|hunting|cross dressing|rabbits|animation|animated|classic|clever|kids|children|childhood|funny|original|kids and family|fun movie|hilarious|fun|great|good|dialogue
163072,animation|cartoon|russian|animated|original|cute|disney
163094,life & death|redemption|cancer|fight scenes|terminal illness|original
163112,cartoon|animation|russian|rabbits|animated
163134,tokyo|anime|japan|storytelling|bittersweet|masterpiece|love story|visually stunning|emotional|complex|plot twist|visually appealing|original|beautiful|weird|touching|powerful ending|melancholic|stunning|great soundtrack
163386,animation|russian|cartoon|animated|original
163508,loneliness|independent film|small town|lawyer|criterion|melancholic|very interesting|original|meditative|enigmatic|dramatic|relationships|drama|character study|intimate|cerebral
163512,drama|cancer|political|storytelling|melancholic|weird|artistic|reflective
163585,art|artist|criterion|lynch|cerebral|melancholic|creepy|violence|existentialism|visually appealing|artistic|obsession|intimate|independent film|enigmatic|life|mental illness|surreal|weird|downbeat
163645,war|best war films|true story|oscar (best directing)|wwii|courage|brutal|intense|based on a true story|world war ii|gory|brutality|drama|based on true story|great acting|war movie|violent|dramatic|wartime|violence
163663,gay character|cancer|dysfunctional family|gay|dramatic|glbt|drama
163771,original|family|franchise|series|biographical|big budget|pg-13|special effects|fantasy world|good action|destiny|good|mentor|cult classic|spock|documentary|story|based on book|star trek|fight scenes
163809,weird|animation|dark|melancholic|cartoon|storytelling|adventure|imagination|whimsical|fantasy world|creepy|original|visually stunning|childhood|imdb top 250|visually appealing|criterion|atmospheric|eerie|reflective
163925,animation|animated|animals|russian|cartoon|animal movie
163931,iraq war|war|iraq
163937,sequel|supernatural|horror|original|scary|creepy|sequels|remake|good sequel
163941,family drama|dysfunctional family|cancer|family
163949,beatles|documentary|segregation|musicians|rock and roll|music business|mentor|interesting|obsession|music|nostalgic|oscar (best actress)|good soundtrack|culture clash
163955,genocide|us history|islam|history|historical|love story
163959,love|marriage|love story|court|relationships
163971,depression|loneliness|suicide|mental illness|downbeat|character study|biopic|depressing|original
163981,splatter|zombie|clowns|horror|apocalypse|violent|grindhouse|brutality|dark humor|bloody|gory|good soundtrack|violence|original
163985,time loop|scifi|sci-fi|post-apocalyptic|time travel|twists & turns|science fiction|sci fi|post apocalyptic|plot holes|future|low budget|original|futuristic|great ending|end of the world|suspense|twist|plot twist|cerebral
164107,documentary|animation|original|visually appealing|suspense|intense|storytelling|stop motion|murder|runaway|story|tragedy|family|survival|pg-13|violence|childhood
164141,spying|technology|internet|predictable|surveillance|suspense|thriller|corruption|voyeurism|greed
164147,original|sci fi|franchise|scifi|sequels|sci-fi|very interesting|narrated|documentary|interesting|fight scenes|violent|original plot|cult classic|mutants|complex|death|distopia|series|violence
164163,magic|based on book|witch|based on a book|witches|fantasy world|books|book was better|good versus evil|adapted from:book|sisters|teen movie|mentor|girlie movie|book
164175,terminal illness|imagination|dark fantasy|coming of age|cancer|fantasy world|bullying|storytelling|emotional|fantasy|heartbreaking|childhood|monsters|visually stunning|mentor|fairy tale|based on a book|original|based on book|touching
164179,alien|aliens|cerebral|science fiction|time loop|sci-fi|first contact|visually appealing|scifi|plot twist|intelligent sci-fi|great ending|alien invasion|sci fi|complex|cinematography|masterpiece|storytelling|future|original
164200,animation|animated|talking animals|family|kids and family|cute|cartoon|comedy|kids|funny|creativity|storytelling|animals|cute!|computer animation|animal movie|original|fun movie|destiny
164204,japan|tokyo|foreign|life|loneliness|dreams|melancholic|oscar (best foreign language film)|complex|childhood|storytelling
